"COMMON","AVGEXP_YPD","AVGEXP_SD","DM_YPD","DM_YPD_CLASS","DM_SD","AvPromNucOcc","Num_RegTF_YeastractYT","MedPosDM_SD_TFYT","maxDM_TFYT","PosCorTF_YT","NumPosCor_withinTFs","NumNegCor_withinTFs","PercNegCor_withinTFs","PercPosCorWN_OVsites","N_TFSites400","N_TFSites500","N_TFSites600","N_TFSites700","N_TFSites800","N_TFSites900","N_TFSites1000","NumSites","NumOverlaps","RatOverlap.Numsites","NumCoopTF_Yang2010","NumCoopTF_Chen2012","PercCoopTF_Yang2010","Gb_H3K79me3_vsH3","Pugh2004_SAGA_Dominance","Pugh2004_TFIID_Dominance","ORF","location","chr"
"MPA43",0.263,0.263,0.259,2,0.259,0.77,12,NA,0.041,4,8,0,0,0,0,3,0,0,2,0,0,8,3,0.38,5,6,41.67,0.957,NA,NA,"YNL249C",-179394,14
"MPC2",16.53,16.53,-0.109,2,-0.109,0.62,25,0.597,0.597,1,24,1,4,4.17,4,2,0,1,2,2,2,17,2,0.12,7,10,28,1.274,NA,NA,"YHR162W",423072,8
"MPD1",0.567,0.567,-0.164,2,-0.164,0.69,33,1.395,1.395,3,30,1,3.03,0,0,3,0,0,0,2,2,7,0,0,11,14,33.33,1.091,NA,NA,"YOR288C",-852121,15
"MPD2",1.068,1.068,-0.072,2,-0.072,0.75,20,NA,0.192,7,15,0,0,0,2,0,1,0,1,1,0,6,1,0.17,4,9,20,1.113,0,1,"YOL088C",-153912,15
"MPE1",0.813,0.813,0.028,2,0.028,0.68,18,0.597,0.597,3,12,0,0,25,0,0,1,0,3,1,0,6,3,0.5,0,8,0,1.152,0,1,"YKL059C",-328118,11
"MPH1",1.04,1.04,0.013,2,0.013,0.7,25,NA,0.21,4,22,5,20,9.09,1,0,3,1,0,1,6,13,5,0.38,7,12,28,1.433,NA,NA,"YIR002C",-357415,9
"MPM1",0.446,0.446,0.145,2,0.145,0.79,24,NA,0.26,5,22,0,0,0,0,1,2,2,3,2,1,14,2,0.14,4,13,16.67,0.765,NA,NA,"YJL066C",-314114,10
"MPP10",4.27,4.27,-0.048,2,-0.048,0.72,18,NA,0.26,1,16,0,0,6.25,0,1,1,4,0,0,3,9,2,0.22,3,6,16.67,1.705,NA,NA,"YJR002W",438865,10
"MPP6",1.099,1.099,-0.046,2,-0.046,0.78,24,NA,0.26,0,24,0,0,8.33,1,0,0,0,0,2,4,7,2,0.29,3,11,12.5,1.238,NA,NA,"YNR024W",672409,14
"MPS1",0.481,0.481,-0.108,2,-0.108,0.81,11,NA,0.027,0,6,0,0,16.67,1,0,0,0,2,2,4,10,1,0.1,0,5,0,1.651,NA,NA,"YDL028C",-400997,4
"MRC1",0.535,0.535,0.13,2,0.13,0.73,23,0.597,0.597,6,19,0,0,10.53,3,2,3,2,3,2,4,20,4,0.2,2,11,8.7,1.604,NA,NA,"YCL061C",-18816,3
"MRD1",3.718,3.718,-0.031,2,-0.031,0.73,20,NA,0.26,1,17,0,0,5.88,0,5,2,1,0,1,1,12,3,0.25,3,9,15,1.896,NA,NA,"YPR112C",-749256,16
"MRE11",0.427,0.427,-0.062,2,-0.062,0.72,14,0.597,0.597,2,3,0,0,0,1,2,0,0,0,0,0,4,1,0.25,2,7,14.29,1.03,NA,NA,"YMR224C",-718575,13
"MRF1",0.205,0.205,-0.286,2,-0.286,0.8,25,NA,0.472,0,23,2,8,8.7,0,0,2,3,1,2,2,11,3,0.27,2,8,8,0.92,NA,NA,"YGL143C",-234717,7
"MRH1",22.19,22.19,0.529,1,0.529,0.35,42,0.996,1.395,3,40,9,21.95,17.5,1,1,5,4,5,5,7,32,10,0.31,15,20,35.71,0.874,1,0,"YDR033W",508147,4
"MRH4",0.439,0.439,0.173,2,0.173,0.74,19,0.597,0.597,0,14,1,5.26,7.14,0,0,1,0,2,5,3,12,2,0.17,2,8,10.53,1.012,NA,NA,"YGL064C",-381523,7
"MRI1",3.857,3.857,-0.129,2,-0.129,0.66,11,0.597,0.597,2,5,0,0,0,0,3,1,0,0,1,2,7,1,0.14,0,4,0,1.128,NA,NA,"YPR118W",767752,16
"MRK1",0.12,0.12,0.285,2,0.285,0.75,25,NA,0.251,7,23,7,28,39.13,2,0,1,0,1,4,12,21,10,0.48,3,13,12,0.776,NA,NA,"YDL079C",-312951,4
"MRL1",0.426,0.426,0.111,2,0.111,0.71,18,NA,0.137,1,14,0,0,0,1,0,0,1,0,0,2,6,0,0,2,8,11.11,1.007,0,1,"YPR079W",698869,16
"MRM1",1.16,1.16,-0.037,2,-0.037,0.8,23,NA,0.192,7,21,0,0,14.29,0,0,0,0,2,1,1,9,3,0.33,0,9,0,1.16,NA,NA,"YOR201C",-720470,15
"MRM2",0.28,0.28,-0.184,2,-0.184,0.61,20,NA,0.472,4,11,0,0,9.09,1,1,1,2,0,1,2,11,1,0.09,0,9,0,0.928,NA,NA,"YGL136C",-252897,7
"MRN1",1.462,1.462,-0.166,2,-0.166,0.73,26,NA,0.224,5,22,3,11.54,18.18,3,0,1,2,3,1,1,14,7,0.5,8,13,30.77,1.381,NA,NA,"YPL184C",-195950,16
"MRP1",1.913,1.913,-0.151,2,-0.151,0.68,34,0.597,0.597,5,32,1,2.94,21.88,2,2,0,0,5,4,4,21,7,0.33,7,10,20.59,1.194,0,1,"YDR347W",1169178,4
"MRP10",2.003,2.003,-0.088,2,-0.088,0.74,31,NA,0.472,0,26,7,22.58,7.69,0,0,6,2,1,5,6,21,3,0.14,8,14,25.81,1.145,NA,NA,"YDL045W-A",372248,4
"MRP13",1.427,1.427,-0.053,2,-0.053,0.68,17,NA,0.192,3,12,0,0,0,3,0,2,1,0,1,3,11,2,0.18,2,8,11.76,1.264,0,1,"YGR084C",-647123,7
"MRP17",0.138,0.138,0.14,2,0.14,0.75,30,0.597,0.597,1,29,8,26.67,10.34,1,1,4,0,0,1,4,11,4,0.36,11,7,36.67,1.268,NA,NA,"YKL003C",-437097,11
"MRP2",1.536,1.536,-0.01,2,-0.01,0.73,23,NA,0.406,4,20,2,8.7,5,0,1,0,0,3,0,0,6,1,0.17,0,11,0,0.867,NA,NA,"YPR166C",-876282,16
"MRP20",1.082,1.082,-0.001,2,-0.001,0.71,22,NA,0.406,7,20,1,4.55,10,4,5,0,2,0,1,3,21,3,0.14,8,13,36.36,1.158,0,1,"YDR405W",1277646,4
"MRP21",0.825,0.825,-0.174,2,-0.174,0.79,30,NA,0.472,11,29,1,3.33,20.69,4,1,2,3,5,6,6,27,10,0.37,11,13,36.67,1.048,NA,NA,"YBL090W",48825,2
"MRP4",1.769,1.769,0.006,2,0.006,0.58,39,0.597,0.597,0,38,4,10.26,47.37,3,2,5,3,3,2,11,31,24,0.77,14,20,35.9,1.242,0,1,"YHL004W",99219,8
"MRP49",1.051,1.051,0.02,2,0.02,0.74,21,NA,0.192,5,17,0,0,5.88,3,3,2,0,0,2,0,11,3,0.27,2,6,9.52,1.051,0,1,"YKL167C",-133721,11
"MRP51",2.602,2.602,-0.092,2,-0.092,0.75,27,NA,0.272,10,25,0,0,4,1,1,1,2,0,2,1,11,2,0.18,5,14,18.52,1.86,0,1,"YPL118W",326628,16
"MRP7",1.545,1.545,-0.099,2,-0.099,0.68,18,NA,0.224,5,16,0,0,0,0,1,1,0,0,2,2,8,0,0,4,7,22.22,1.578,0,1,"YNL005C",-621313,14
"MRP8",2.203,2.203,-0.004,2,-0.004,0.69,43,1.705,1.705,8,42,10,23.26,21.43,2,2,2,2,5,2,3,23,9,0.39,12,23,27.91,1.242,0,1,"YKL142W",178515,11
"MRPL1",1.261,1.261,0.02,2,0.02,0.75,25,1.395,1.395,5,20,3,12,10,1,0,2,2,2,2,3,16,3,0.19,7,13,28,1.134,0,1,"YDR116C",-682724,4
"MRPL10",1.364,1.364,-0.104,2,-0.104,0.64,28,NA,0.406,5,27,4,14.29,3.7,1,0,0,3,3,1,1,12,2,0.17,6,9,21.43,1.245,0,1,"YNL284C",-103134,14
"MRPL11",1.474,1.474,0.131,2,0.131,0.76,13,NA,0.115,0,3,2,15.38,0,1,0,0,1,1,3,2,11,1,0.09,2,8,15.38,1.38,0,1,"YDL202W",98475,4
"MRPL13",0.093,0.093,0.304,2,0.304,0.69,20,NA,0.472,1,14,2,10,0,1,1,0,0,0,0,0,4,0,0,0,5,0,1.223,0,1,"YKR006C",-450423,11
"MRPL15",1.032,1.032,-0.01,2,-0.01,0.52,25,NA,0.224,7,23,0,0,4.35,3,2,0,0,0,1,0,8,1,0.12,6,12,24,1.224,NA,NA,"YLR312W-A",759480,12
"MRPL16",1.211,1.211,-0.016,2,-0.016,0.76,19,NA,0.115,2,17,0,0,11.76,1,1,2,1,1,6,4,19,3,0.16,3,8,15.79,1.37,0,1,"YBL038W",146187,2
"MRPL17",0.795,0.795,-0.028,2,-0.028,0.8,24,NA,0.472,2,24,0,0,12.5,0,0,0,1,1,2,0,9,4,0.44,2,13,8.33,1.443,NA,NA,"YNL252C",-171441,14
"MRPL20",0.715,0.715,-0.23,2,-0.23,0.79,33,NA,0.406,2,32,5,15.15,0,2,2,0,1,0,1,2,10,0,0,9,18,27.27,1.128,0,1,"YKR085C",-599094,11
"MRPL22",1.52,1.52,-0.137,2,-0.137,0.78,14,NA,0.115,4,6,0,0,0,0,2,0,0,1,0,0,4,0,0,0,8,0,1.515,0,1,"YNL177C",-303686,14
"MRPL23",1.619,1.619,-0.131,2,-0.131,0.72,19,NA,0.472,2,13,0,0,0,0,0,1,0,0,0,0,2,0,0,2,6,10.53,1.042,0,1,"YOR150W",611999,15
"MRPL24",0.648,0.648,-0.109,2,-0.109,0.67,28,0.597,0.597,2,23,3,11.11,0,1,0,0,0,2,1,1,9,0,0,8,12,28.57,1.742,0,1,"YMR193W",650036,13
"MRPL25",0.673,0.673,-0.031,2,-0.031,0.79,18,NA,0.406,0,14,0,0,0,1,1,0,0,4,1,3,11,0,0,5,4,27.78,1.039,0,1,"YGR076C",-637104,7
"MRPL27",1.145,1.145,0.014,2,0.014,0.7,30,NA,0.472,8,30,2,6.67,23.33,0,2,2,1,6,1,8,25,8,0.32,11,19,36.67,0.857,0,1,"YBR282W",768240,2
"MRPL28",1.206,1.206,-0.128,2,-0.128,0.7,22,NA,0.26,2,19,5,22.73,5.26,2,3,1,1,0,2,4,14,3,0.21,2,7,9.09,1.085,0,1,"YDR462W",1386073,4
"MRPL3",1.685,1.685,-0.035,2,-0.035,0.67,16,0.597,0.597,4,12,0,0,0,0,0,0,2,1,0,0,3,1,0.33,2,9,12.5,1.548,0,1,"YMR024W",321875,13
"MRPL31",1.692,1.692,-0.12,2,-0.12,0.73,42,0.597,0.597,1,42,6,14.29,2.38,1,1,1,1,1,0,3,12,1,0.08,17,20,40.48,1.252,0,1,"YKL138C",-185286,11
"MRPL32",1.233,1.233,0.004,2,0.004,0.73,30,NA,0.472,1,28,7,23.33,35.71,1,1,0,3,2,4,5,21,12,0.57,9,14,30,1.354,0,1,"YCR003W",118620,3
"MRPL33",2.563,2.563,-0.139,2,-0.139,0.78,29,NA,0.472,11,23,4,13.79,4.35,2,0,0,2,1,0,1,8,1,0.12,8,14,27.59,0.79,0,1,"YMR286W",841942,13
"MRPL35",1.067,1.067,-0.09,2,-0.09,0.71,29,0.597,0.597,1,26,1,3.45,3.85,1,4,1,0,3,2,1,17,2,0.12,11,16,37.93,1.565,0,1,"YDR322W",1110589,4
"MRPL36",2.28,2.28,-0.087,2,-0.087,0.78,16,NA,0.406,1,13,3,18.75,7.69,2,0,2,2,1,3,2,12,1,0.08,0,4,0,1.271,0,1,"YBR122C",-483970,2
"MRPL37",2.675,2.675,-0.015,2,-0.015,0.75,28,NA,0.472,0,26,3,10.71,34.62,0,0,5,2,4,5,7,24,9,0.38,8,13,28.57,0.555,0,1,"YBR268W",741299,2
"MRPL38",1.438,1.438,0.083,2,0.083,0.66,22,NA,0.472,6,16,5,22.73,12.5,2,0,0,0,1,0,4,7,2,0.29,7,6,31.82,1.126,0,1,"YKL170W",130634,11
"MRPL4",0.984,0.984,0.012,2,0.012,0.74,47,NA,0.472,4,46,11,23.4,19.57,2,1,3,7,3,1,0,20,13,0.65,13,25,27.66,1.059,0,1,"YLR439W",1014491,12
"MRPL40",1.263,1.263,-0.077,2,-0.077,0.76,29,0.597,0.597,2,26,3,10.34,0,0,1,0,0,1,1,0,7,0,0,11,6,37.93,1.624,NA,NA,"YPL173W",223143,16
"MRPL44",1.204,1.204,-0.051,2,-0.051,0.8,33,NA,0.472,5,29,4,12.12,13.79,3,1,0,3,0,3,0,11,4,0.36,13,12,39.39,1.081,0,1,"YMR225C",-720960,13
"MRPL49",1.979,1.979,0,2,0,0.72,20,NA,0.406,3,15,4,20,0,0,1,1,1,1,2,1,11,0,0,2,8,10,1.185,0,1,"YJL096W",246490,10
"MRPL50",1.35,1.35,-0.087,2,-0.087,0.78,35,0.597,0.597,1,34,11,31.43,8.82,1,3,0,0,1,2,1,12,5,0.42,11,16,31.43,1.271,0,1,"YNR022C",-669774,14
"MRPL51",2.441,2.441,-0.091,2,-0.091,0.65,13,NA,0.009,0,10,0,0,0,1,0,0,1,0,2,0,6,1,0.17,0,6,0,0.896,0,1,"YPR100W",729791,16
"MRPL6",1.364,1.364,-0.024,2,-0.024,0.76,30,NA,0.25,5,30,3,10,10,0,3,1,1,1,0,3,12,3,0.25,6,15,20,1.103,0,1,"YHR147C",-392639,8
"MRPL7",1.224,1.224,0.189,2,0.189,0.65,23,NA,0.389,3,15,0,0,6.67,3,1,1,1,2,1,3,13,1,0.08,5,14,21.74,1.237,NA,NA,"YDR237W",936615,4
"MRPL8",1.46,1.46,-0.17,2,-0.17,0.75,33,0.597,0.597,4,33,1,3.03,18.18,5,2,4,2,0,4,2,20,6,0.3,10,14,30.3,1.013,0,1,"YJL063C",-315759,10
"MRPL9",1.635,1.635,-0.087,2,-0.087,0.71,29,NA,0.272,3,29,5,17.24,13.79,3,1,4,1,3,2,1,16,6,0.38,5,12,17.24,1.245,0,1,"YGR220C",-936074,7
"MRPS12",3.477,3.477,-0.066,2,-0.066,0.69,22,NA,0.192,6,19,0,0,0,0,3,1,0,0,3,1,9,0,0,2,9,9.09,1.004,NA,NA,"YNR036C",-694361,14
"MRPS16",2.315,2.315,-0.059,2,-0.059,0.8,37,0.996,1.395,2,37,5,13.51,0,2,1,1,1,1,0,2,11,0,0,12,19,32.43,0.904,0,1,"YPL013C",-528985,16
"MRPS17",1.052,1.052,0.007,2,0.007,0.67,33,0.597,0.597,5,29,0,0,0,1,2,1,0,0,1,1,10,0,0,9,16,27.27,1.384,0,1,"YMR188C",-636291,13
"MRPS18",2.171,2.171,-0.13,2,-0.13,0.79,45,NA,0.472,4,44,9,20,4.55,2,1,3,1,2,2,0,17,5,0.29,20,27,44.44,1.302,0,1,"YNL306W",58155,14
"MRPS28",1.153,1.153,-0.059,2,-0.059,0.68,15,NA,0.406,0,12,0,0,0,0,0,0,2,2,1,1,8,0,0,2,9,13.33,1.018,NA,NA,"YDR337W",1146319,4
"MRPS35",0.702,0.702,-0.084,2,-0.084,0.71,20,NA,0.192,2,16,0,0,12.5,3,0,2,1,4,1,3,16,5,0.31,2,13,10,1.318,0,1,"YGR165W",829116,7
"MRPS5",0.96,0.96,-0.135,2,-0.135,0.66,27,NA,0.406,5,24,3,11.11,29.17,2,3,0,1,1,6,7,24,8,0.33,7,17,25.93,1.388,0,1,"YBR251W",721390,2
"MRPS8",0.865,0.865,-0.04,2,-0.04,0.76,28,NA,0.26,0,26,1,3.57,3.85,0,0,2,1,2,2,6,15,4,0.27,8,10,28.57,1.063,NA,NA,"YMR158W",572248,13
"MRPS9",2.164,2.164,-0.132,2,-0.132,0.79,23,0.996,1.395,3,22,0,0,36.36,1,1,0,1,0,4,9,20,12,0.6,7,14,30.43,1.534,NA,NA,"YBR146W",535260,2
"MRS2",0.349,0.349,0.012,2,0.012,0.78,23,NA,0.472,6,19,1,4.35,10.53,2,0,3,2,3,1,0,13,4,0.31,5,13,21.74,1.041,NA,NA,"YOR334W",944596,15
"MRS3",1.165,1.165,-0.086,2,-0.086,0.49,15,NA,0.115,8,12,0,0,8.33,2,1,2,1,0,4,2,12,2,0.17,2,3,13.33,1.181,NA,NA,"YJL133W",160619,10
"MRS6",1.38,1.38,-0.103,2,-0.103,0.72,28,NA,0.268,2,24,11,39.29,25,4,4,1,0,0,0,1,10,9,0.9,6,11,21.43,1.51,0,1,"YOR370C",-1029183,15
"MRT4",8.961,8.961,-0.086,2,-0.086,0.68,43,0.597,0.597,5,42,4,9.3,4.76,1,1,0,1,6,3,1,17,3,0.18,14,21,32.56,1.724,0,1,"YKL009W",426242,11
"MSA1",0.93,0.93,0.273,2,0.273,0.47,44,1.395,1.395,12,43,9,20.45,53.49,0,0,0,1,3,6,6,21,23,1.1,18,22,40.91,0.99,NA,NA,"YOR066W",449436,15
"MSB1",0.606,0.606,0.067,2,0.067,0.68,14,NA,0.127,1,6,0,0,0,1,0,0,0,0,2,1,4,0,0,2,3,14.29,1.353,0,1,"YOR188W",685767,15
"MSB2",0.599,0.599,-0.047,2,-0.047,0.56,49,1.395,1.705,9,49,6,12.24,20.41,1,1,7,2,5,0,6,26,11,0.42,12,28,24.49,1.416,1,0,"YGR014W",516943,7
"MSB3",0.568,0.568,-0.154,2,-0.154,0.75,20,NA,0.406,5,18,2,10,5.56,2,0,0,3,4,1,0,14,3,0.21,3,9,15,0.965,0,1,"YNL293W",80640,14
"MSC1",0.334,0.334,-0.029,2,-0.029,0.77,51,1.395,1.705,13,50,9,17.65,2,2,1,0,3,1,2,2,16,1,0.06,17,27,33.33,0.906,NA,NA,"YML128C",-15135,13
"MSC2",0.699,0.699,-0.184,2,-0.184,0.79,22,0.597,0.597,6,18,0,0,5.56,0,1,1,2,2,1,4,12,3,0.25,7,10,31.82,1.123,0,1,"YDR205W",859346,4
"MSC3",0.803,0.803,0.044,2,0.044,0.73,18,NA,0.26,7,15,0,0,26.67,2,2,2,1,1,0,0,12,6,0.5,4,9,22.22,1.336,0,1,"YLR219W",574151,12
"MSC6",0.769,0.769,-0.02,2,-0.02,0.53,54,NA,0.272,8,53,12,22.22,0,1,0,1,2,3,1,1,12,1,0.08,14,20,25.93,1.486,0,1,"YOR354C",-1001147,15
"MSC7",1.266,1.266,-0.03,2,-0.03,0.75,20,NA,0.26,1,15,0,0,0,0,1,2,3,1,1,3,12,0,0,0,8,0,1.172,0,1,"YHR039C",-184875,8
"MSD1",0.391,0.391,-0.086,2,-0.086,0.79,19,NA,0.26,0,13,0,0,0,2,1,0,1,0,0,0,6,1,0.17,3,11,15.79,1.178,NA,NA,"YPL104W",355700,16
"MSE1",0.468,0.468,-0.077,2,-0.077,0.74,21,0.996,1.395,1,18,0,0,0,0,0,0,0,2,0,2,7,1,0.14,3,12,14.29,0.774,NA,NA,"YOL033W",263475,15
"MSF1",0.228,0.228,0.266,2,0.266,0.75,22,0.597,0.597,2,18,3,13.64,0,0,0,1,3,1,2,1,8,1,0.12,3,4,13.64,0.888,NA,NA,"YPR047W",657529,16
"MSG5",0.504,0.504,-0.18,2,-0.18,0.74,24,NA,0.403,4,18,4,16.67,0,1,0,1,1,2,2,0,9,1,0.11,10,13,41.67,0.95,NA,NA,"YNL053W",529942,14
"MSH1",0.201,0.201,-0.063,2,-0.063,0.77,17,NA,0.251,4,11,1,5.88,0,1,1,2,1,2,0,2,10,1,0.1,2,5,11.76,1.097,NA,NA,"YHR120W",349574,8
"MSH2",0.506,0.506,0.284,2,0.284,0.73,25,NA,0.21,2,21,2,8,0,0,1,2,0,0,0,0,6,1,0.17,6,15,24,1.228,0,1,"YOL090W",147382,15
"MSH3",0.218,0.218,-0.068,2,-0.068,0.72,18,NA,0.403,2,16,0,0,6.25,2,1,1,2,2,3,2,14,1,0.07,3,7,16.67,1.305,NA,NA,"YCR092C",-276764,3
"MSH4",0.079,0.079,-0.505,3,-0.505,0.67,21,0.597,0.597,7,20,1,4.76,5,0,1,0,1,0,2,2,8,1,0.12,0,10,0,0.425,NA,NA,"YFL003C",-134521,6
"MSH5",0.252,0.252,-0.111,2,-0.111,0.83,20,0.597,0.597,1,15,0,0,0,1,2,2,2,2,1,1,14,1,0.07,0,12,0,0.846,NA,NA,"YDL154W",178334,4
"MSH6",0.256,0.256,-0.036,2,-0.036,0.76,16,0.597,0.597,3,11,0,0,18.18,0,0,2,1,0,2,4,13,2,0.15,5,5,31.25,0.99,NA,NA,"YDR097C",-640109,4
"MSI1",0.378,0.378,0.016,2,0.016,0.74,14,NA,0.066,3,10,0,0,10,0,2,1,0,1,3,4,11,2,0.18,0,3,0,1.003,NA,NA,"YBR195C",-610614,2
"MSK1",0.968,0.968,-0.083,2,-0.083,0.74,22,0.597,0.597,5,19,0,0,0,0,1,2,1,0,1,0,6,0,0,2,10,9.09,1.2,0,1,"YNL073W",488386,14
"MSL1",0.733,0.733,-0.098,2,-0.098,0.81,19,0.597,0.597,1,15,2,10.53,0,3,0,0,1,1,1,2,9,2,0.22,3,10,15.79,1.122,NA,NA,"YIR009W",374525,9
"MSL5",0.943,0.943,-0.03,2,-0.03,0.73,19,NA,0.224,5,14,0,0,0,1,0,0,0,0,0,2,5,0,0,6,10,31.58,1.6,0,1,"YLR116W",380822,12
"MSM1",0.247,0.247,-0.201,2,-0.201,0.81,12,0.597,0.597,3,4,0,0,0,1,1,1,1,0,2,0,7,1,0.14,0,4,0,1.189,NA,NA,"YGR171C",-840824,7
"MSN1",0.304,0.304,-0.223,2,-0.223,0.74,21,0.597,0.597,7,18,0,0,0,0,0,0,0,0,0,2,2,1,0.5,3,8,14.29,1.259,NA,NA,"YOL116W",99809,15
"MSN2",0.698,0.698,-0.012,2,-0.012,0.58,54,1.705,1.705,27,51,10,18.87,31.37,2,2,4,0,3,3,3,24,17,0.71,22,24,40.74,1.6,0,1,"YMR037C",-344403,13
"MSN5",0.658,0.658,-0.108,2,-0.108,0.74,10,NA,0.115,4,4,0,0,0,1,1,1,0,1,2,2,9,1,0.11,0,4,0,1.64,0,1,"YDR335W",1141168,4
"MSO1",0.734,0.734,0.003,2,0.003,0.75,18,NA,0.272,1,14,0,0,0,0,2,0,0,0,0,1,6,1,0.17,2,9,11.11,0.892,NA,NA,"YNR049C",-713023,14
"MSP1",0.623,0.623,-0.032,2,-0.032,0.67,23,0.597,0.597,3,18,3,13.04,16.67,5,0,1,0,1,1,3,11,4,0.36,3,13,13.04,0.883,0,1,"YGR028W",542203,7
"MSR1",0.684,0.684,-0.123,2,-0.123,0.73,42,1.395,1.395,6,42,7,16.67,11.9,0,2,2,1,8,1,3,19,5,0.26,14,24,33.33,0.981,NA,NA,"YHR091C",-284839,8
"MSS1",0.341,0.341,-0.124,2,-0.124,0.72,74,1.395,1.395,5,71,16,22.22,4.23,4,2,1,1,3,1,3,22,3,0.14,37,35,50,0.676,NA,NA,"YMR023C",-319437,13
"MSS11",0.22,0.22,-0.151,2,-0.151,0.7,24,1.395,1.395,6,20,1,4.17,5,2,0,1,1,2,1,1,8,1,0.12,5,11,20.83,1.317,NA,NA,"YMR164C",-587274,13
"MSS116",3.901,3.901,-0.099,2,-0.099,0.72,25,0.597,0.597,8,24,3,12,16.67,2,1,0,4,1,3,4,18,6,0.33,3,13,12,1.873,0,1,"YDR194C",-845952,4
"MSS18",0.429,0.429,-0.161,2,-0.161,0.69,14,NA,0.26,2,6,0,0,0,0,1,0,1,0,1,0,4,0,0,0,6,0,0.734,NA,NA,"YPR134W",798051,16
"MSS2",0.36,0.36,0.112,2,0.112,0.82,12,NA,0.041,3,6,0,0,0,1,0,0,0,3,3,2,11,1,0.09,0,6,0,1.037,NA,NA,"YDL107W",268921,4
"MSS4",1.6,1.6,-0.043,2,-0.043,0.69,14,NA,0.192,5,7,1,7.14,14.29,1,0,3,2,1,4,0,12,2,0.17,0,7,0,1.547,0,1,"YDR208W",868224,4
"MST1",0.418,0.418,-0.202,2,-0.202,0.74,26,NA,0.472,4,23,2,7.69,4.35,1,3,1,1,0,1,1,12,1,0.08,0,10,0,0.775,NA,NA,"YKL194C",-77258,11
"MSW1",0.361,0.361,-0.231,2,-0.231,0.73,17,NA,0.115,1,11,1,5.88,9.09,1,1,0,3,3,3,1,13,3,0.23,2,3,11.76,0.817,0,1,"YDR268W",1004004,4
"MSY1",0.319,0.319,-0.312,2,-0.312,0.79,20,NA,0.406,4,17,0,0,0,1,1,0,0,1,0,0,5,0,0,3,11,15,0.975,0,1,"YPL097W",364952,16
"MTC1",3.477,3.477,-0.027,2,-0.027,0.68,23,0.597,0.597,0,21,2,8.7,4.76,1,0,0,2,2,2,0,9,1,0.11,7,7,30.43,1.611,NA,NA,"YJL123C",-188004,10
"MTC2",0.862,0.862,-0.037,2,-0.037,0.76,20,NA,0.26,6,18,0,0,11.11,0,0,1,1,6,0,0,11,4,0.36,2,12,10,0.974,NA,NA,"YKL098W",256770,11
"MTC3",0.947,0.947,-0.16,2,-0.16,0.75,23,NA,0.472,3,16,1,4.35,0,1,3,1,0,2,0,1,12,0,0,5,13,21.74,0.709,NA,NA,"YGL226W",73340,7
"MTC4",0.422,0.422,0.041,2,0.041,0.81,22,0.597,0.597,5,20,0,0,20,1,1,3,0,2,6,6,20,4,0.2,4,11,18.18,1.376,NA,NA,"YBR255W",724456,2
"MTC5",0.411,0.411,-0.191,2,-0.191,0.8,18,NA,0.472,1,11,0,0,0,1,1,3,1,3,0,2,15,0,0,4,4,22.22,1.246,NA,NA,"YDR128W",709549,4
"MTC6",1.275,1.275,-0.105,2,-0.105,0.67,15,NA,0.115,4,5,0,0,0,2,1,0,0,0,2,0,8,0,0,2,4,13.33,1.226,NA,NA,"YHR151C",-399268,8
"MTC7",0.01,0.01,1.597,1,1.597,0.53,14,NA,0.054,1,6,0,0,0,0,2,1,0,1,3,1,9,0,0,2,6,14.29,0.532,NA,NA,"YEL033W",86179,5
"MTD1",2.721,2.721,0.295,2,0.295,0.62,35,0.597,0.597,3,32,0,0,3.12,1,0,0,1,0,4,1,11,3,0.27,6,15,17.14,0.779,1,0,"YKR080W",590395,11
"MTF1",0.531,0.531,-0.126,2,-0.126,0.71,18,NA,0.26,7,10,1,5.56,0,1,0,2,2,0,0,1,7,0,0,4,11,22.22,0.976,NA,NA,"YMR228W",724626,13
"MTF2",0.319,0.319,-0.19,2,-0.19,0.73,22,NA,0.272,1,17,1,4.55,5.88,1,1,2,3,2,1,3,18,2,0.11,4,8,18.18,1.419,NA,NA,"YDL044C",-373967,4
"MTG1",0.36,0.36,0.026,2,0.026,0.78,22,0.597,0.597,3,20,0,0,0,0,0,2,0,1,0,0,5,0,0,4,6,18.18,1.339,NA,NA,"YMR097C",-459424,13
"MTG2",0.336,0.336,0.004,2,0.004,0.79,17,0.597,0.597,5,9,0,0,0,0,1,1,1,1,2,4,11,2,0.18,0,10,0,0.85,NA,NA,"YHR168W",440377,8
"MTH1",0.164,0.164,0.272,2,0.272,0.52,43,NA,0.389,8,42,11,25.58,52.38,2,4,2,4,4,2,8,32,23,0.72,13,23,30.23,0.854,NA,NA,"YDR277C",-1014401,4
"MTM1",1.299,1.299,-0.001,2,-0.001,0.7,19,NA,0.192,3,14,2,10.53,7.14,0,0,1,1,2,2,1,12,2,0.17,2,9,10.53,1.39,NA,NA,"YGR257C",-1006205,7
"MTO1",0.35,0.35,-0.09,2,-0.09,0.72,22,NA,0.251,5,19,1,4.55,15.79,1,1,0,3,4,3,5,17,5,0.29,5,12,22.73,0.743,NA,NA,"YGL236C",-53787,7
"MTQ1",0.575,0.575,-0.079,2,-0.079,0.67,14,NA,0.26,1,11,0,0,9.09,0,0,2,1,1,0,2,8,1,0.12,0,8,0,0.689,NA,NA,"YNL063W",507758,14
